student_id,label_date,dropped,reason
S1079,2025-09-12,1,
S1080,2025-09-12,0,
S1081,2025-09-12,1,
S1082,2025-09-12,1,
S1083,2025-09-12,0,
S1084,2025-09-12,0,
S1085,2025-09-12,0,
S1086,2025-09-12,0,
S1087,2025-09-12,0,
S1088,2025-09-12,0,
S1089,2025-09-12,1,
S1090,2025-09-12,1,
S1091,2025-09-12,0,
S1092,2025-09-12,0,
S1093,2025-09-12,0,
S1094,2025-09-12,1,
S1095,2025-09-12,0,
S1096,2025-09-12,0,
S1097,2025-09-12,1,
S1098,2025-09-12,0,
S1099,2025-09-12,0,
S1100,2025-09-12,0,
S1101,2025-09-12,0,
S1102,2025-09-12,0,
S1103,2025-09-12,0,
S1104,2025-09-12,0,
S1105,2025-09-12,0,
S1106,2025-09-12,1,
S1107,2025-09-12,1,
S1108,2025-09-12,1,
S1109,2025-09-12,0,
S1110,2025-09-12,1,
S1111,2025-09-12,0,
S1112,2025-09-12,0,
S1113,2025-09-12,0,
S1114,2025-09-12,0,
S1115,2025-09-12,1,
S1116,2025-09-12,1,
S1117,2025-09-12,0,
S1118,2025-09-12,0,
S1119,2025-09-12,0,
S1120,2025-09-12,0,
S1121,2025-09-12,1,
S1122,2025-09-12,0,
S1123,2025-09-12,0,
S1124,2025-09-12,0,
S1125,2025-09-12,1,
S1126,2025-09-12,0,
S1127,2025-09-12,1,
S1128,2025-09-12,1,
S1129,2025-09-12,0,
S1130,2025-09-12,0,
S1131,2025-09-12,0,
S1132,2025-09-12,1,
S1133,2025-09-12,0,
S1134,2025-09-12,0,
S1135,2025-09-12,0,
S1136,2025-09-12,1,
S1137,2025-09-12,0,
S1138,2025-09-12,0,
S1139,2025-09-12,0,
S1140,2025-09-12,1,
S1141,2025-09-12,0,
S1142,2025-09-12,0,
S1143,2025-09-12,0,
S1144,2025-09-12,0,
S1145,2025-09-12,0,
S1146,2025-09-12,1,
S1147,2025-09-12,0,
S1148,2025-09-12,1,
S1149,2025-09-12,0,
S1150,2025-09-12,0,
S1151,2025-09-12,0,
S1152,2025-09-12,0,
S1153,2025-09-12,0,
S1154,2025-09-12,0,
S1155,2025-09-12,0,
S1156,2025-09-12,1,
S1157,2025-09-12,0,
S1158,2025-09-12,1,
S1159,2025-09-12,0,
S1160,2025-09-12,1,
S1161,2025-09-12,0,
S1162,2025-09-12,0,
S1163,2025-09-12,0,
S1164,2025-09-12,0,
S1165,2025-09-12,0,
S1166,2025-09-12,0,
S1167,2025-09-12,0,
S1168,2025-09-12,0,
S1169,2025-09-12,0,
S1170,2025-09-12,0,
S1171,2025-09-12,1,
S1172,2025-09-12,1,
S1173,2025-09-12,0,
S1174,2025-09-12,1,
S1175,2025-09-12,1,
S1176,2025-09-12,1,
S1177,2025-09-12,0,
S1178,2025-09-12,0,
S1179,2025-09-12,0,
S1180,2025-09-12,1,
S1181,2025-09-12,0,
S1182,2025-09-12,0,
S1183,2025-09-12,0,
S1184,2025-09-12,1,
S1185,2025-09-12,0,
S1186,2025-09-12,0,
S1187,2025-09-12,1,
S1188,2025-09-12,0,
S1189,2025-09-12,0,
S1190,2025-09-12,1,
S1191,2025-09-12,0,
S1192,2025-09-12,1,
S1193,2025-09-12,0,
S1194,2025-09-12,1,
S1195,2025-09-12,0,
S1196,2025-09-12,0,
S1197,2025-09-12,1,
S1198,2025-09-12,1,
S1199,2025-09-12,0,
S1200,2025-09-12,0,
S1201,2025-09-12,1,
S1202,2025-09-12,0,
S1203,2025-09-12,0,
S1204,2025-09-12,0,
S1205,2025-09-12,0,
S1206,2025-09-12,0,
S1207,2025-09-12,1,
S1208,2025-09-12,0,
S1209,2025-09-12,0,
S1210,2025-09-12,1,
S1211,2025-09-12,0,
S1212,2025-09-12,0,
S1213,2025-09-12,1,
S1214,2025-09-12,1,
S1215,2025-09-12,0,
S1216,2025-09-12,0,
S1217,2025-09-12,1,
S1218,2025-09-12,0,
S1219,2025-09-12,0,
S1220,2025-09-12,0,
S1221,2025-09-12,0,
S1222,2025-09-12,0,
S1223,2025-09-12,0,
S1224,2025-09-12,1,
S1225,2025-09-12,0,
S1226,2025-09-12,0,
S1227,2025-09-12,0,
S1228,2025-09-12,0,
S1229,2025-09-12,0,
S1230,2025-09-12,1,
S1231,2025-09-12,0,
S1232,2025-09-12,0,
S1233,2025-09-12,1,
S1234,2025-09-12,0,
S1235,2025-09-12,1,
S1236,2025-09-12,0,
S1237,2025-09-12,0,
S1238,2025-09-12,0,
S1239,2025-09-12,1,
S1240,2025-09-12,0,
S1241,2025-09-12,1,
S1242,2025-09-12,0,
S1243,2025-09-12,0,
S1244,2025-09-12,1,
S1245,2025-09-12,1,
S1246,2025-09-12,0,
S1247,2025-09-12,1,
S1248,2025-09-12,1,
S1249,2025-09-12,1,
S1250,2025-09-12,1,
S1251,2025-09-12,1,
S1252,2025-09-12,0,
S1253,2025-09-12,1,
S1254,2025-09-12,0,
S1255,2025-09-12,0,
S1256,2025-09-12,1,
S1257,2025-09-12,0,
S1258,2025-09-12,0,
S1259,2025-09-12,0,
S1260,2025-09-12,0,
S1261,2025-09-12,1,
S1262,2025-09-12,0,
S1263,2025-09-12,0,
S1264,2025-09-12,0,
S1265,2025-09-12,1,
S1266,2025-09-12,1,
S1267,2025-09-12,0,
S1268,2025-09-12,0,
S1269,2025-09-12,1,
S1270,2025-09-12,0,
S1271,2025-09-12,1,
S1272,2025-09-12,0,
S1273,2025-09-12,0,
S1274,2025-09-12,0,
S1275,2025-09-12,0,
S1276,2025-09-12,0,
S1277,2025-09-12,1,
S1278,2025-09-12,1,
S1279,2025-09-12,0,
S1280,2025-09-12,0,
S1281,2025-09-12,0,
S1282,2025-09-12,0,
S1283,2025-09-12,0,
S1284,2025-09-12,1,
S1285,2025-09-12,1,
S1286,2025-09-12,0,
S1287,2025-09-12,0,
S1288,2025-09-12,0,
S1289,2025-09-12,1,
S1290,2025-09-12,1,
S1291,2025-09-12,0,
S1292,2025-09-12,1,
S1293,2025-09-12,0,
S1294,2025-09-12,1,
S1295,2025-09-12,0,
S1296,2025-09-12,0,
S1297,2025-09-12,0,
S1298,2025-09-12,0,
S1299,2025-09-12,0,
S1300,2025-09-12,1,
S1301,2025-09-12,0,
S1302,2025-09-12,0,
S1303,2025-09-12,0,
S1304,2025-09-12,0,
S1305,2025-09-12,1,
S1306,2025-09-12,0,
S1307,2025-09-12,0,
S1308,2025-09-12,0,
S1309,2025-09-12,1,
S1310,2025-09-12,0,
S1311,2025-09-12,1,
S1312,2025-09-12,0,
S1313,2025-09-12,0,
S1314,2025-09-12,1,
S1315,2025-09-12,0,
S1316,2025-09-12,0,
S1317,2025-09-12,0,
S1318,2025-09-12,0,
S1319,2025-09-12,0,
S1320,2025-09-12,0,
S1321,2025-09-12,0,
S1322,2025-09-12,1,
S1323,2025-09-12,1,
S1324,2025-09-12,0,
S1325,2025-09-12,0,
S1326,2025-09-12,0,
S1327,2025-09-12,0,
S1328,2025-09-12,0,
S1329,2025-09-12,1,
S1330,2025-09-12,0,
S1331,2025-09-12,1,
S1332,2025-09-12,1,
S1333,2025-09-12,1,
S1334,2025-09-12,0,
S1335,2025-09-12,1,
S1336,2025-09-12,0,
S1337,2025-09-12,0,
S1338,2025-09-12,1,
S1339,2025-09-12,0,
S1340,2025-09-12,1,
S1341,2025-09-12,1,
S1342,2025-09-12,0,
S1343,2025-09-12,0,
S1344,2025-09-12,0,
S1345,2025-09-12,0,
S1346,2025-09-12,0,
S1347,2025-09-12,0,
S1348,2025-09-12,0,
S1349,2025-09-12,0,
S1350,2025-09-12,0,
S1351,2025-09-12,1,
S1352,2025-09-12,0,
S1353,2025-09-12,0,
S1354,2025-09-12,0,
S1355,2025-09-12,1,
S1356,2025-09-12,1,
S1357,2025-09-12,1,
S1358,2025-09-12,1,
S1359,2025-09-12,1,
S1360,2025-09-12,0,
S1361,2025-09-12,0,
S1362,2025-09-12,0,
S1363,2025-09-12,0,
S1364,2025-09-12,1,
S1365,2025-09-12,0,
S1366,2025-09-12,1,
S1367,2025-09-12,0,
S1368,2025-09-12,0,
S1369,2025-09-12,0,
S1370,2025-09-12,0,
S1371,2025-09-12,0,
S1372,2025-09-12,0,
S1373,2025-09-12,0,
S1374,2025-09-12,1,
S1375,2025-09-12,1,
S1376,2025-09-12,1,
S1377,2025-09-12,0,
S1378,2025-09-12,0,
S1379,2025-09-12,0,
S1380,2025-09-12,0,
S1381,2025-09-12,0,
S1382,2025-09-12,1,
S1383,2025-09-12,0,
S1384,2025-09-12,0,
S1385,2025-09-12,1,
S1386,2025-09-12,0,
S1387,2025-09-12,0,
S1388,2025-09-12,1,
S1389,2025-09-12,0,
S1390,2025-09-12,0,
S1391,2025-09-12,0,
S1392,2025-09-12,1,
S1393,2025-09-12,0,
S1394,2025-09-12,1,
S1395,2025-09-12,1,
S1396,2025-09-12,1,
S1397,2025-09-12,0,
S1398,2025-09-12,0,
S1399,2025-09-12,1,
S1400,2025-09-12,0,
S1401,2025-09-12,1,
S1402,2025-09-12,0,
S1403,2025-09-12,0,
S1404,2025-09-12,0,
S1405,2025-09-12,1,
S1406,2025-09-12,1,
S1407,2025-09-12,0,
S1408,2025-09-12,0,
S1409,2025-09-12,0,
S1410,2025-09-12,0,
S1411,2025-09-12,0,
S1412,2025-09-12,0,
S1413,2025-09-12,0,
S1414,2025-09-12,0,
S1415,2025-09-12,1,
S1416,2025-09-12,0,
S1417,2025-09-12,0,
S1418,2025-09-12,1,
S1419,2025-09-12,1,
S1420,2025-09-12,0,
S1421,2025-09-12,1,
S1422,2025-09-12,0,
S1423,2025-09-12,0,
S1424,2025-09-12,1,
S1425,2025-09-12,0,
S1426,2025-09-12,1,
S1427,2025-09-12,1,
S1428,2025-09-12,0,
S1429,2025-09-12,0,
S1430,2025-09-12,1,
S1431,2025-09-12,0,
S1432,2025-09-12,1,
S1433,2025-09-12,0,
S1434,2025-09-12,0,
S1435,2025-09-12,0,
S1436,2025-09-12,0,
S1437,2025-09-12,0,
S1438,2025-09-12,0,
S1439,2025-09-12,1,
S1440,2025-09-12,0,
S1441,2025-09-12,1,
S1442,2025-09-12,0,
S1443,2025-09-12,0,
S1444,2025-09-12,0,
S1445,2025-09-12,0,
S1446,2025-09-12,0,
S1447,2025-09-12,1,
S1448,2025-09-12,0,
S1449,2025-09-12,0,
S1450,2025-09-12,0,
S1451,2025-09-12,1,
S1452,2025-09-12,1,
S1453,2025-09-12,0,
S1454,2025-09-12,1,
S1455,2025-09-12,0,
S1456,2025-09-12,0,
S1457,2025-09-12,0,
S1458,2025-09-12,1,
S1459,2025-09-12,1,
S1460,2025-09-12,1,
S1461,2025-09-12,0,
S1462,2025-09-12,0,
S1463,2025-09-12,0,
S1464,2025-09-12,1,
S1465,2025-09-12,1,
S1466,2025-09-12,0,
S1467,2025-09-12,1,
S1468,2025-09-12,0,
S1469,2025-09-12,1,
S1470,2025-09-12,0,
S1471,2025-09-12,0,
S1472,2025-09-12,1,
S1473,2025-09-12,0,
S1474,2025-09-12,1,
S1475,2025-09-12,1,
S1476,2025-09-12,0,
S1477,2025-09-12,1,
S1478,2025-09-12,0,
S1479,2025-09-12,1,
S1480,2025-09-12,0,
S1481,2025-09-12,0,
S1482,2025-09-12,0,
S1483,2025-09-12,1,
S1484,2025-09-12,1,
S1485,2025-09-12,0,
S1486,2025-09-12,0,
S1487,2025-09-12,0,
S1488,2025-09-12,0,
S1489,2025-09-12,0,
S1490,2025-09-12,0,
S1491,2025-09-12,0,
S1492,2025-09-12,0,
S1493,2025-09-12,1,
S1494,2025-09-12,1,
S1495,2025-09-12,1,
S1496,2025-09-12,0,
S1497,2025-09-12,0,
S1498,2025-09-12,1,
S1499,2025-09-12,0,
S1500,2025-09-12,0,
S1501,2025-09-12,0,
S1502,2025-09-12,0,
S1503,2025-09-12,1,
S1504,2025-09-12,0,
S1505,2025-09-12,1,
S1506,2025-09-12,0,
S1507,2025-09-12,0,
S1508,2025-09-12,1,
S1509,2025-09-12,1,
S1510,2025-09-12,0,
S1511,2025-09-12,0,
S1512,2025-09-12,1,
S1513,2025-09-12,1,
S1514,2025-09-12,1,
S1515,2025-09-12,0,
S1516,2025-09-12,1,
S1517,2025-09-12,1,
S1518,2025-09-12,0,
S1519,2025-09-12,0,
S1520,2025-09-12,0,
S1521,2025-09-12,0,
S1522,2025-09-12,0,
S1523,2025-09-12,1,
S1524,2025-09-12,0,
S1525,2025-09-12,1,
S1526,2025-09-12,1,
S1527,2025-09-12,0,
S1528,2025-09-12,0,
S1529,2025-09-12,1,
S1530,2025-09-12,1,
S1531,2025-09-12,0,
S1532,2025-09-12,0,
S1533,2025-09-12,0,
S1534,2025-09-12,0,
S1535,2025-09-12,0,
S1536,2025-09-12,0,
S1537,2025-09-12,1,
S1538,2025-09-12,1,
S1539,2025-09-12,0,
S1540,2025-09-12,0,
S1541,2025-09-12,0,
S1542,2025-09-12,1,
S1543,2025-09-12,0,
S1544,2025-09-12,0,
S1545,2025-09-12,0,
S1546,2025-09-12,0,
S1547,2025-09-12,1,
S1548,2025-09-12,0,
S1549,2025-09-12,1,
S1550,2025-09-12,0,
S1551,2025-09-12,1,
S1552,2025-09-12,0,
S1553,2025-09-12,0,
S1554,2025-09-12,1,
S1555,2025-09-12,0,
S1556,2025-09-12,1,
S1557,2025-09-12,0,
S1558,2025-09-12,0,
S1559,2025-09-12,0,
S1560,2025-09-12,0,
S1561,2025-09-12,0,
S1562,2025-09-12,1,
S1563,2025-09-12,0,
S1564,2025-09-12,0,
S1565,2025-09-12,0,
S1566,2025-09-12,0,
S1567,2025-09-12,0,
S1568,2025-09-12,1,
S1569,2025-09-12,1,
S1570,2025-09-12,0,
S1571,2025-09-12,0,
S1572,2025-09-12,0,
S1573,2025-09-12,0,
S1574,2025-09-12,1,
S1575,2025-09-12,0,
S1576,2025-09-12,1,
S1577,2025-09-12,1,
S1578,2025-09-12,1,
S1579,2025-09-12,0,
S1580,2025-09-12,0,
S1581,2025-09-12,1,
S1582,2025-09-12,0,
S1583,2025-09-12,1,
S1584,2025-09-12,0,
S1585,2025-09-12,0,
S1586,2025-09-12,1,
S1587,2025-09-12,0,
S1588,2025-09-12,1,
S1589,2025-09-12,0,
S1590,2025-09-12,1,
S1591,2025-09-12,0,
S1592,2025-09-12,1,
S1593,2025-09-12,1,
S1594,2025-09-12,0,
S1595,2025-09-12,0,
S1596,2025-09-12,0,
S1597,2025-09-12,0,
S1598,2025-09-12,1,
S1599,2025-09-12,1,
S1600,2025-09-12,0,
S1601,2025-09-12,1,
S1602,2025-09-12,1,
S1603,2025-09-12,0,
S1604,2025-09-12,0,
S1605,2025-09-12,1,
S1606,2025-09-12,1,
S1607,2025-09-12,0,
S1608,2025-09-12,1,
S1609,2025-09-12,0,
S1610,2025-09-12,0,
S1611,2025-09-12,1,
S1612,2025-09-12,0,
S1613,2025-09-12,0,
S1614,2025-09-12,0,
S1615,2025-09-12,0,
S1616,2025-09-12,0,
S1617,2025-09-12,0,
S1618,2025-09-12,0,
S1619,2025-09-12,0,
S1620,2025-09-12,1,
S1621,2025-09-12,0,
S1622,2025-09-12,0,
S1623,2025-09-12,0,
S1624,2025-09-12,0,
S1625,2025-09-12,1,
S1626,2025-09-12,0,
S1627,2025-09-12,1,
S1628,2025-09-12,1,
S1629,2025-09-12,0,
S1630,2025-09-12,0,
S1631,2025-09-12,0,
S1632,2025-09-12,0,
S1633,2025-09-12,1,
S1634,2025-09-12,0,
S1635,2025-09-12,0,
S1636,2025-09-12,0,
S1637,2025-09-12,0,
S1638,2025-09-12,0,
S1639,2025-09-12,0,
S1640,2025-09-12,1,
S1641,2025-09-12,0,
S1642,2025-09-12,1,
S1643,2025-09-12,1,
S1644,2025-09-12,1,
S1645,2025-09-12,1,
S1646,2025-09-12,0,
S1647,2025-09-12,0,
S1648,2025-09-12,0,
S1649,2025-09-12,1,
S1650,2025-09-12,0,
S1651,2025-09-12,0,
S1652,2025-09-12,0,
S1653,2025-09-12,1,
S1654,2025-09-12,1,
S1655,2025-09-12,0,
S1656,2025-09-12,0,
S1657,2025-09-12,0,
S1658,2025-09-12,1,
S1659,2025-09-12,0,
S1660,2025-09-12,1,
S1661,2025-09-12,0,
S1662,2025-09-12,0,
S1663,2025-09-12,1,
S1664,2025-09-12,0,
S1665,2025-09-12,0,
S1666,2025-09-12,0,
S1667,2025-09-12,1,
S1668,2025-09-12,1,
S1669,2025-09-12,1,
S1670,2025-09-12,1,
S1671,2025-09-12,0,
S1672,2025-09-12,1,
S1673,2025-09-12,1,
S1674,2025-09-12,1,
S1675,2025-09-12,1,
S1676,2025-09-12,1,
S1677,2025-09-12,0,
S1678,2025-09-12,1,
S1679,2025-09-12,1,
S1680,2025-09-12,0,
S1681,2025-09-12,1,
S1682,2025-09-12,0,
S1683,2025-09-12,0,
S1684,2025-09-12,0,
S1685,2025-09-12,0,
S1686,2025-09-12,1,
S1687,2025-09-12,0,
S1688,2025-09-12,1,
S1689,2025-09-12,0,
S1690,2025-09-12,0,
S1691,2025-09-12,0,
S1692,2025-09-12,0,
S1693,2025-09-12,0,
S1694,2025-09-12,1,
S1695,2025-09-12,1,
S1696,2025-09-12,0,
S1697,2025-09-12,1,
S1698,2025-09-12,0,
S1699,2025-09-12,0,
S1700,2025-09-12,1,
S1701,2025-09-12,1,
S1702,2025-09-12,0,
S1703,2025-09-12,1,
S1704,2025-09-12,0,
S1705,2025-09-12,0,
S1706,2025-09-12,0,
S1707,2025-09-12,1,
S1708,2025-09-12,0,
S1709,2025-09-12,1,
S1710,2025-09-12,0,
S1711,2025-09-12,0,
S1712,2025-09-12,0,
S1713,2025-09-12,1,
S1714,2025-09-12,0,
S1715,2025-09-12,0,
S1716,2025-09-12,1,
S1717,2025-09-12,0,
S1718,2025-09-12,0,
S1719,2025-09-12,1,
S1720,2025-09-12,1,
S1721,2025-09-12,0,
S1722,2025-09-12,0,
S1723,2025-09-12,0,
S1724,2025-09-12,1,
S1725,2025-09-12,0,
S1726,2025-09-12,1,
S1727,2025-09-12,0,
S1728,2025-09-12,0,
S1729,2025-09-12,0,
S1730,2025-09-12,0,
S1731,2025-09-12,0,
S1732,2025-09-12,1,
S1733,2025-09-12,0,
S1734,2025-09-12,1,
S1735,2025-09-12,0,
S1736,2025-09-12,0,
S1737,2025-09-12,1,
S1738,2025-09-12,0,
S1739,2025-09-12,0,
S1740,2025-09-12,1,
S1741,2025-09-12,1,
S1742,2025-09-12,0,
S1743,2025-09-12,1,
S1744,2025-09-12,0,
S1745,2025-09-12,1,
S1746,2025-09-12,0,
S1747,2025-09-12,1,
S1748,2025-09-12,0,
S1749,2025-09-12,0,
S1750,2025-09-12,0,
S1751,2025-09-12,0,
S1752,2025-09-12,1,
S1753,2025-09-12,0,
S1754,2025-09-12,0,
S1755,2025-09-12,1,
S1756,2025-09-12,0,
S1757,2025-09-12,1,
S1758,2025-09-12,1,
S1759,2025-09-12,0,
S1760,2025-09-12,1,
S1761,2025-09-12,1,
S1762,2025-09-12,0,
S1763,2025-09-12,1,
S1764,2025-09-12,0,
S1765,2025-09-12,0,
S1766,2025-09-12,1,
S1767,2025-09-12,0,
S1768,2025-09-12,0,
S1769,2025-09-12,0,
S1770,2025-09-12,0,
S1771,2025-09-12,1,
S1772,2025-09-12,0,
S1773,2025-09-12,0,
S1774,2025-09-12,0,
S1775,2025-09-12,1,
S1776,2025-09-12,1,
S1777,2025-09-12,0,
S1778,2025-09-12,1,
S1779,2025-09-12,0,
S1780,2025-09-12,1,
S1781,2025-09-12,0,
S1782,2025-09-12,1,
S1783,2025-09-12,0,
S1784,2025-09-12,0,
S1785,2025-09-12,0,
S1786,2025-09-12,0,
S1787,2025-09-12,1,
S1788,2025-09-12,1,
S1789,2025-09-12,0,
S1790,2025-09-12,0,
S1791,2025-09-12,0,
S1792,2025-09-12,1,
S1793,2025-09-12,0,
S1794,2025-09-12,0,
S1795,2025-09-12,0,
S1796,2025-09-12,0,
S1797,2025-09-12,0,
S1798,2025-09-12,1,
S1799,2025-09-12,1,
S1800,2025-09-12,1,
S1801,2025-09-12,1,
S1802,2025-09-12,1,
S1803,2025-09-12,1,
S1804,2025-09-12,0,
S1805,2025-09-12,0,
S1806,2025-09-12,0,
S1807,2025-09-12,0,
S1808,2025-09-12,0,
S1809,2025-09-12,0,
S1810,2025-09-12,0,
S1811,2025-09-12,0,
S1812,2025-09-12,1,
S1813,2025-09-12,0,
S1814,2025-09-12,0,
S1815,2025-09-12,1,
S1816,2025-09-12,0,
S1817,2025-09-12,0,
S1818,2025-09-12,0,
S1819,2025-09-12,0,
S1820,2025-09-12,1,
S1821,2025-09-12,0,
S1822,2025-09-12,0,
S1823,2025-09-12,1,
S1824,2025-09-12,0,
S1825,2025-09-12,0,
S1826,2025-09-12,0,
S1827,2025-09-12,0,
S1828,2025-09-12,0,
S1829,2025-09-12,0,
S1830,2025-09-12,1,
S1831,2025-09-12,1,
S1832,2025-09-12,0,
S1833,2025-09-12,0,
S1834,2025-09-12,1,
S1835,2025-09-12,0,
S1836,2025-09-12,1,
S1837,2025-09-12,1,
S1838,2025-09-12,0,
S1839,2025-09-12,0,
S1840,2025-09-12,1,
S1841,2025-09-12,1,
S1842,2025-09-12,0,
S1843,2025-09-12,1,
S1844,2025-09-12,1,
S1845,2025-09-12,1,
S1846,2025-09-12,1,
S1847,2025-09-12,1,
S1848,2025-09-12,1,
S1849,2025-09-12,0,
S1850,2025-09-12,0,
S1851,2025-09-12,0,
S1852,2025-09-12,0,
S1853,2025-09-12,1,
S1854,2025-09-12,0,
S1855,2025-09-12,0,
S1856,2025-09-12,0,
S1857,2025-09-12,1,
S1858,2025-09-12,0,
S1859,2025-09-12,0,
S1860,2025-09-12,1,
S1861,2025-09-12,1,
S1862,2025-09-12,0,
S1863,2025-09-12,1,
S1864,2025-09-12,1,
S1865,2025-09-12,0,
S1866,2025-09-12,1,
S1867,2025-09-12,0,
S1868,2025-09-12,0,
S1869,2025-09-12,0,
S1870,2025-09-12,1,
S1871,2025-09-12,1,
S1872,2025-09-12,0,
S1873,2025-09-12,1,
S1874,2025-09-12,0,
S1875,2025-09-12,1,
S1876,2025-09-12,0,
S1877,2025-09-12,1,
S1878,2025-09-12,1,
S1879,2025-09-12,0,
S1880,2025-09-12,0,
S1881,2025-09-12,0,
S1882,2025-09-12,1,
S1883,2025-09-12,0,
S1884,2025-09-12,0,
S1885,2025-09-12,0,
S1886,2025-09-12,0,
S1887,2025-09-12,0,
S1888,2025-09-12,0,
S1889,2025-09-12,0,
S1890,2025-09-12,1,
S1891,2025-09-12,0,
S1892,2025-09-12,0,
S1893,2025-09-12,0,
S1894,2025-09-12,1,
S1895,2025-09-12,1,
S1896,2025-09-12,1,
S1897,2025-09-12,0,
S1898,2025-09-12,1,
S1899,2025-09-12,1,
S1900,2025-09-12,1,
S1901,2025-09-12,0,
S1902,2025-09-12,1,
S1903,2025-09-12,0,
S1904,2025-09-12,1,
S1905,2025-09-12,0,
S1906,2025-09-12,0,
S1907,2025-09-12,0,
S1908,2025-09-12,1,
S1909,2025-09-12,1,
S1910,2025-09-12,0,
S1911,2025-09-12,0,
S1912,2025-09-12,0,
S1913,2025-09-12,1,
S1914,2025-09-12,1,
S1915,2025-09-12,0,
S1916,2025-09-12,0,
S1917,2025-09-12,0,
S1918,2025-09-12,0,
S1919,2025-09-12,1,
S1920,2025-09-12,0,
S1921,2025-09-12,0,
S1922,2025-09-12,0,
S1923,2025-09-12,0,
S1924,2025-09-12,0,
S1925,2025-09-12,0,
S1926,2025-09-12,0,
S1927,2025-09-12,0,
S1928,2025-09-12,1,
S1929,2025-09-12,0,
S1930,2025-09-12,1,
S1931,2025-09-12,0,
S1932,2025-09-12,0,
S1933,2025-09-12,0,
S1934,2025-09-12,0,
S1935,2025-09-12,0,
S1936,2025-09-12,1,
S1937,2025-09-12,1,
S1938,2025-09-12,0,
S1939,2025-09-12,1,
S1940,2025-09-12,0,
S1941,2025-09-12,0,
S1942,2025-09-12,0,
S1943,2025-09-12,0,
S1944,2025-09-12,0,
S1945,2025-09-12,0,
S1946,2025-09-12,1,
S1947,2025-09-12,1,
S1948,2025-09-12,0,
S1949,2025-09-12,1,
S1950,2025-09-12,0,
S1951,2025-09-12,0,
S1952,2025-09-12,0,
S1953,2025-09-12,0,
S1954,2025-09-12,0,
S1955,2025-09-12,1,
S1956,2025-09-12,0,
S1957,2025-09-12,1,
S1958,2025-09-12,0,
S1959,2025-09-12,0,
S1960,2025-09-12,1,
S1961,2025-09-12,1,
S1962,2025-09-12,0,
S1963,2025-09-12,0,
S1964,2025-09-12,0,
S1965,2025-09-12,1,
S1966,2025-09-12,0,
S1967,2025-09-12,1,
S1968,2025-09-12,1,
S1969,2025-09-12,0,
S1970,2025-09-12,0,
S1971,2025-09-12,0,
S1972,2025-09-12,1,
S1973,2025-09-12,0,
S1974,2025-09-12,0,
S1975,2025-09-12,0,
S1976,2025-09-12,1,
S1977,2025-09-12,1,
S1978,2025-09-12,0,
S1979,2025-09-12,0,
S1980,2025-09-12,0,
S1981,2025-09-12,0,
S1982,2025-09-12,1,
S1983,2025-09-12,0,
S1984,2025-09-12,1,
S1985,2025-09-12,0,
S1986,2025-09-12,0,
S1987,2025-09-12,0,
S1988,2025-09-12,1,
S1989,2025-09-12,1,
S1990,2025-09-12,0,
S1991,2025-09-12,0,
S1992,2025-09-12,0,
S1993,2025-09-12,0,
S1994,2025-09-12,0,
S1995,2025-09-12,1,
S1996,2025-09-12,0,
