student_id,student_name,gender,socioeconomic_cat,household_income,first_gen,avg_grade,total_credits,pass_rate,failed_courses,grade_trend,attendance_rate,attendance_count,total_participation,events_attended,gender_M,socioeconomic_cat_low,socioeconomic_cat_mid
3,0.0,0.0,0.0,200000.0,0,5.25,12.0,0.5,2.0,0.30000000000000077,0.5348837209302325,43.0,63.59,4.0,1.0,0.0,0.0
4,0.0,0.0,0.0,75000.0,1,4.0,9.0,0.3333333333333333,2.0,-0.9999999999999998,0.4523809523809524,42.0,30.669999999999998,4.0,1.0,0.0,1.0
4,0.0,0.0,0.0,75000.0,1,4.0,9.0,0.3333333333333333,2.0,-0.9999999999999998,0.4523809523809524,42.0,30.669999999999998,4.0,1.0,0.0,1.0
4,0.0,0.0,0.0,75000.0,1,4.0,9.0,0.3333333333333333,2.0,-0.9999999999999998,0.4523809523809524,42.0,30.669999999999998,4.0,1.0,0.0,1.0
5,0.0,0.0,0.0,45000.0,0,7.0,9.0,1.0,0.0,0.9999999999999996,0.6097560975609756,41.0,99.5,3.0,0.0,1.0,0.0
5,0.0,0.0,0.0,45000.0,0,7.0,9.0,1.0,0.0,0.9999999999999996,0.6097560975609756,41.0,99.5,3.0,0.0,1.0,0.0
5,0.0,0.0,0.0,45000.0,0,7.0,9.0,1.0,0.0,0.9999999999999996,0.6097560975609756,41.0,99.5,3.0,0.0,1.0,0.0
6,0.0,0.0,0.0,120000.0,1,7.0,9.0,1.0,0.0,-1.0000000000000009,0.43902439024390244,41.0,142.26,3.0,1.0,0.0,0.0
6,0.0,0.0,0.0,120000.0,1,7.0,9.0,1.0,0.0,-1.0000000000000009,0.43902439024390244,41.0,142.26,3.0,1.0,0.0,0.0
6,0.0,0.0,0.0,120000.0,1,7.0,9.0,1.0,0.0,-1.0000000000000009,0.43902439024390244,41.0,142.26,3.0,1.0,0.0,0.0
7,0.0,0.0,0.0,80000.0,0,3.3333333333333335,9.0,0.3333333333333333,2.0,-1.4999999999999991,0.4634146341463415,41.0,91.78999999999999,3.0,0.0,0.0,1.0
7,0.0,0.0,0.0,80000.0,0,3.3333333333333335,9.0,0.3333333333333333,2.0,-1.4999999999999991,0.4634146341463415,41.0,91.78999999999999,3.0,0.0,0.0,1.0
7,0.0,0.0,0.0,80000.0,0,3.3333333333333335,9.0,0.3333333333333333,2.0,-1.4999999999999991,0.4634146341463415,41.0,91.78999999999999,3.0,0.0,0.0,1.0
8,0.0,0.0,0.0,75000.0,1,6.666666666666667,9.0,1.0,0.0,0.4999999999999995,0.5365853658536586,41.0,144.16,3.0,1.0,0.0,1.0
8,0.0,0.0,0.0,75000.0,1,6.666666666666667,9.0,1.0,0.0,0.4999999999999995,0.5365853658536586,41.0,144.16,3.0,1.0,0.0,1.0
8,0.0,0.0,0.0,75000.0,1,6.666666666666667,9.0,1.0,0.0,0.4999999999999995,0.5365853658536586,41.0,144.16,3.0,1.0,0.0,1.0
9,0.0,0.0,0.0,45000.0,0,3.6666666666666665,9.0,0.3333333333333333,2.0,-7.857552576491095e-16,0.45,40.0,118.19,3.0,0.0,1.0,0.0
9,0.0,0.0,0.0,45000.0,0,3.6666666666666665,9.0,0.3333333333333333,2.0,-7.857552576491095e-16,0.45,40.0,118.19,3.0,0.0,1.0,0.0
9,0.0,0.0,0.0,45000.0,0,3.6666666666666665,9.0,0.3333333333333333,2.0,-7.857552576491095e-16,0.45,40.0,118.19,3.0,0.0,1.0,0.0
10,0.0,0.0,0.0,120000.0,1,5.666666666666667,9.0,0.6666666666666666,1.0,-4.999999999999999,0.5,40.0,131.06,3.0,1.0,0.0,0.0
10,0.0,0.0,0.0,120000.0,1,5.666666666666667,9.0,0.6666666666666666,1.0,-4.999999999999999,0.5,40.0,131.06,3.0,1.0,0.0,0.0
10,0.0,0.0,0.0,120000.0,1,5.666666666666667,9.0,0.6666666666666666,1.0,-4.999999999999999,0.5,40.0,131.06,3.0,1.0,0.0,0.0
11,0.0,0.0,0.0,80000.0,0,6.666666666666667,9.0,1.0,0.0,4.2022549846912796e-17,0.55,40.0,134.39,2.0,0.0,0.0,1.0
11,0.0,0.0,0.0,80000.0,0,6.666666666666667,9.0,1.0,0.0,4.2022549846912796e-17,0.55,40.0,134.39,2.0,0.0,0.0,1.0
12,0.0,0.0,0.0,50000.0,1,3.3333333333333335,9.0,0.0,3.0,-5.747969218558891e-16,0.5,40.0,148.38,2.0,1.0,1.0,0.0
12,0.0,0.0,0.0,50000.0,1,3.3333333333333335,9.0,0.0,3.0,-5.747969218558891e-16,0.5,40.0,148.38,2.0,1.0,1.0,0.0
13,0.0,0.0,0.0,70000.0,0,4.333333333333333,9.0,0.3333333333333333,2.0,-3.999999999999999,0.575,40.0,192.26,2.0,0.0,0.0,1.0
13,0.0,0.0,0.0,70000.0,0,4.333333333333333,9.0,0.3333333333333333,2.0,-3.999999999999999,0.575,40.0,192.26,2.0,0.0,0.0,1.0
14,0.0,0.0,0.0,130000.0,1,4.333333333333333,9.0,0.3333333333333333,2.0,-1.999999999999999,0.6,40.0,99.16999999999999,2.0,1.0,0.0,0.0
14,0.0,0.0,0.0,130000.0,1,4.333333333333333,9.0,0.3333333333333333,2.0,-1.999999999999999,0.6,40.0,99.16999999999999,2.0,1.0,0.0,0.0
15,0.0,0.0,0.0,85000.0,0,7.0,9.0,1.0,0.0,-1.0000000000000009,0.575,40.0,87.09,2.0,0.0,0.0,1.0
15,0.0,0.0,0.0,85000.0,0,7.0,9.0,1.0,0.0,-1.0000000000000009,0.575,40.0,87.09,2.0,0.0,0.0,1.0
16,0.0,0.0,0.0,48000.0,0,2.3333333333333335,9.0,0.3333333333333333,2.0,-2.5000000000000004,0.475,40.0,116.25,2.0,1.0,1.0,0.0
16,0.0,0.0,0.0,48000.0,0,2.3333333333333335,9.0,0.3333333333333333,2.0,-2.5000000000000004,0.475,40.0,116.25,2.0,1.0,1.0,0.0
17,0.0,0.0,0.0,125000.0,1,4.666666666666667,9.0,0.3333333333333333,2.0,-0.4999999999999992,0.475,40.0,53.41,2.0,0.0,0.0,0.0
17,0.0,0.0,0.0,125000.0,1,4.666666666666667,9.0,0.3333333333333333,2.0,-0.4999999999999992,0.475,40.0,53.41,2.0,0.0,0.0,0.0
18,0.0,0.0,0.0,76000.0,0,8.0,9.0,1.0,0.0,7.18861381138139e-16,0.375,40.0,141.47,2.0,1.0,0.0,1.0
18,0.0,0.0,0.0,76000.0,0,8.0,9.0,1.0,0.0,7.18861381138139e-16,0.375,40.0,141.47,2.0,1.0,0.0,1.0
19,0.0,0.0,0.0,47000.0,0,4.333333333333333,9.0,0.3333333333333333,2.0,0.499999999999998,0.45,40.0,111.68,2.0,0.0,1.0,0.0
19,0.0,0.0,0.0,47000.0,0,4.333333333333333,9.0,0.3333333333333333,2.0,0.499999999999998,0.45,40.0,111.68,2.0,0.0,1.0,0.0
20,0.0,0.0,0.0,140000.0,1,5.666666666666667,9.0,0.6666666666666666,1.0,-3.4999999999999996,0.425,40.0,104.64,2.0,1.0,0.0,0.0
20,0.0,0.0,0.0,140000.0,1,5.666666666666667,9.0,0.6666666666666666,1.0,-3.4999999999999996,0.425,40.0,104.64,2.0,1.0,0.0,0.0
21,0.0,0.0,0.0,82000.0,0,3.0,6.0,0.0,2.0,-3.14018491736755e-16,0.5,40.0,59.87,2.0,0.0,0.0,1.0
21,0.0,0.0,0.0,82000.0,0,3.0,6.0,0.0,2.0,-3.14018491736755e-16,0.5,40.0,59.87,2.0,0.0,0.0,1.0
22,0.0,0.0,0.0,52000.0,1,5.5,6.0,0.5,1.0,-3.0000000000000004,0.45,40.0,150.15,2.0,1.0,1.0,0.0
22,0.0,0.0,0.0,52000.0,1,5.5,6.0,0.5,1.0,-3.0000000000000004,0.45,40.0,150.15,2.0,1.0,1.0,0.0
23,0.0,0.0,0.0,118000.0,1,6.0,6.0,0.5,1.0,3.999999999999999,0.5,40.0,158.13,2.0,0.0,0.0,0.0
23,0.0,0.0,0.0,118000.0,1,6.0,6.0,0.5,1.0,3.999999999999999,0.5,40.0,158.13,2.0,0.0,0.0,0.0
24,0.0,0.0,0.0,78000.0,0,6.5,6.0,1.0,0.0,0.9999999999999994,0.475,40.0,63.769999999999996,2.0,1.0,0.0,1.0
24,0.0,0.0,0.0,78000.0,0,6.5,6.0,1.0,0.0,0.9999999999999994,0.475,40.0,63.769999999999996,2.0,1.0,0.0,1.0
25,0.0,0.0,0.0,46000.0,0,4.5,6.0,0.5,1.0,6.999999999999998,0.475,40.0,127.69,2.0,0.0,1.0,0.0
25,0.0,0.0,0.0,46000.0,0,4.5,6.0,0.5,1.0,6.999999999999998,0.475,40.0,127.69,2.0,0.0,1.0,0.0
26,0.0,0.0,0.0,135000.0,1,6.5,6.0,1.0,0.0,0.9999999999999994,0.4,40.0,43.35,2.0,1.0,0.0,0.0
26,0.0,0.0,0.0,135000.0,1,6.5,6.0,1.0,0.0,0.9999999999999994,0.4,40.0,43.35,2.0,1.0,0.0,0.0
27,0.0,0.0,0.0,80000.0,0,9.0,6.0,1.0,0.0,-1.7001631767970826e-15,0.475,40.0,64.93,2.0,0.0,0.0,1.0
27,0.0,0.0,0.0,80000.0,0,9.0,6.0,1.0,0.0,-1.7001631767970826e-15,0.475,40.0,64.93,2.0,0.0,0.0,1.0
28,0.0,0.0,0.0,75574.83,0,5.5,6.0,0.5,1.0,6.999999999999998,0.525,40.0,64.61,2.0,1.0,0.0,1.0
28,0.0,0.0,0.0,75574.83,0,5.5,6.0,0.5,1.0,6.999999999999998,0.525,40.0,64.61,2.0,1.0,0.0,1.0
29,0.0,0.0,0.0,108557.14,0,3.0,6.0,0.0,2.0,-2.0,0.45,40.0,131.29,2.0,1.0,0.0,0.0
29,0.0,0.0,0.0,108557.14,0,3.0,6.0,0.0,2.0,-2.0,0.45,40.0,131.29,2.0,1.0,0.0,0.0
30,0.0,0.0,0.0,52959.13,1,4.0,6.0,0.5,1.0,-5.999999999999999,0.5,40.0,78.94,2.0,1.0,0.0,1.0
30,0.0,0.0,0.0,52959.13,1,4.0,6.0,0.5,1.0,-5.999999999999999,0.5,40.0,78.94,2.0,1.0,0.0,1.0
31,0.0,0.0,0.0,31028.74,0,6.5,6.0,1.0,0.0,-1.0000000000000013,0.525,40.0,71.68,2.0,1.0,1.0,0.0
31,0.0,0.0,0.0,31028.74,0,6.5,6.0,1.0,0.0,-1.0000000000000013,0.525,40.0,71.68,2.0,1.0,1.0,0.0
32,0.0,0.0,0.0,146485.24,0,3.0,6.0,0.5,1.0,-6.0,0.35,40.0,41.660000000000004,2.0,0.0,0.0,1.0
32,0.0,0.0,0.0,146485.24,0,3.0,6.0,0.5,1.0,-6.0,0.35,40.0,41.660000000000004,2.0,0.0,0.0,1.0
33,0.0,0.0,0.0,147397.68,0,3.0,6.0,0.0,2.0,-3.14018491736755e-16,0.55,40.0,97.71000000000001,2.0,0.0,1.0,0.0
33,0.0,0.0,0.0,147397.68,0,3.0,6.0,0.0,2.0,-3.14018491736755e-16,0.55,40.0,97.71000000000001,2.0,0.0,1.0,0.0
34,0.0,0.0,0.0,175147.99,0,4.5,6.0,0.5,1.0,4.999999999999998,0.55,40.0,139.29000000000002,2.0,1.0,0.0,0.0
34,0.0,0.0,0.0,175147.99,0,4.5,6.0,0.5,1.0,4.999999999999998,0.55,40.0,139.29000000000002,2.0,1.0,0.0,0.0
35,0.0,0.0,0.0,93550.43,0,6.0,6.0,0.5,1.0,-4.0,0.475,40.0,132.6,2.0,1.0,0.0,1.0
35,0.0,0.0,0.0,93550.43,0,6.0,6.0,0.5,1.0,-4.0,0.475,40.0,132.6,2.0,1.0,0.0,1.0
36,0.0,0.0,0.0,56930.96,0,4.0,6.0,0.5,1.0,-8.0,0.55,40.0,49.49,2.0,1.0,0.0,1.0
36,0.0,0.0,0.0,56930.96,0,4.0,6.0,0.5,1.0,-8.0,0.55,40.0,49.49,2.0,1.0,0.0,1.0
37,0.0,0.0,0.0,110257.22,0,4.0,6.0,0.5,1.0,-8.0,0.4,40.0,66.46000000000001,2.0,0.0,0.0,0.0
37,0.0,0.0,0.0,110257.22,0,4.0,6.0,0.5,1.0,-8.0,0.4,40.0,66.46000000000001,2.0,0.0,0.0,0.0
38,0.0,0.0,0.0,54304.35,0,5.5,6.0,0.5,1.0,-7.000000000000001,0.65,40.0,54.09,2.0,1.0,0.0,1.0
38,0.0,0.0,0.0,54304.35,0,5.5,6.0,0.5,1.0,-7.000000000000001,0.65,40.0,54.09,2.0,1.0,0.0,1.0
39,0.0,0.0,0.0,47748.05,1,5.0,6.0,0.5,1.0,-7.999999999999999,0.575,40.0,115.91,2.0,0.0,1.0,0.0
39,0.0,0.0,0.0,47748.05,1,5.0,6.0,0.5,1.0,-7.999999999999999,0.575,40.0,115.91,2.0,0.0,1.0,0.0
40,0.0,0.0,0.0,199935.65,1,5.5,6.0,0.5,1.0,6.999999999999998,0.375,40.0,66.21,2.0,0.0,0.0,0.0
40,0.0,0.0,0.0,199935.65,1,5.5,6.0,0.5,1.0,6.999999999999998,0.375,40.0,66.21,2.0,0.0,0.0,0.0
41,0.0,0.0,0.0,173092.86,1,5.5,6.0,0.5,1.0,6.999999999999998,0.525,40.0,167.04,2.0,1.0,0.0,1.0
41,0.0,0.0,0.0,173092.86,1,5.5,6.0,0.5,1.0,6.999999999999998,0.525,40.0,167.04,2.0,1.0,0.0,1.0
42,0.0,0.0,0.0,51950.75,0,0.0,6.0,0.0,2.0,0.0,0.525,40.0,72.41,2.0,0.0,0.0,1.0
42,0.0,0.0,0.0,51950.75,0,0.0,6.0,0.0,2.0,0.0,0.525,40.0,72.41,2.0,0.0,0.0,1.0
43,0.0,0.0,0.0,47010.12,0,6.0,6.0,0.5,1.0,-5.999999999999999,0.475,40.0,99.85,2.0,1.0,0.0,1.0
43,0.0,0.0,0.0,47010.12,0,6.0,6.0,0.5,1.0,-5.999999999999999,0.475,40.0,99.85,2.0,1.0,0.0,1.0
44,0.0,0.0,0.0,51016.94,0,4.5,6.0,0.5,1.0,0.9999999999999991,0.325,40.0,139.54,2.0,1.0,0.0,1.0
44,0.0,0.0,0.0,51016.94,0,4.5,6.0,0.5,1.0,0.9999999999999991,0.325,40.0,139.54,2.0,1.0,0.0,1.0
45,0.0,0.0,0.0,148338.5,1,6.0,6.0,0.5,1.0,-4.0,0.55,40.0,133.25,2.0,1.0,0.0,0.0
45,0.0,0.0,0.0,148338.5,1,6.0,6.0,0.5,1.0,-4.0,0.55,40.0,133.25,2.0,1.0,0.0,0.0
46,0.0,0.0,0.0,106769.01,1,4.0,6.0,0.5,1.0,3.999999999999999,0.5,40.0,86.02,2.0,1.0,1.0,0.0
46,0.0,0.0,0.0,106769.01,1,4.0,6.0,0.5,1.0,3.999999999999999,0.5,40.0,86.02,2.0,1.0,1.0,0.0
47,0.0,0.0,0.0,107969.14,0,4.5,6.0,0.5,1.0,0.9999999999999991,0.425,40.0,20.7,2.0,0.0,1.0,0.0
47,0.0,0.0,0.0,107969.14,0,4.5,6.0,0.5,1.0,0.9999999999999991,0.425,40.0,20.7,2.0,0.0,1.0,0.0
48,0.0,0.0,0.0,169454.24,0,6.5,6.0,0.5,1.0,4.999999999999998,0.35,40.0,102.67,2.0,1.0,0.0,1.0
48,0.0,0.0,0.0,169454.24,0,6.5,6.0,0.5,1.0,4.999999999999998,0.35,40.0,102.67,2.0,1.0,0.0,1.0
49,0.0,0.0,0.0,55045.38,0,3.5,6.0,0.0,2.0,-0.9999999999999998,0.525,40.0,111.72,2.0,1.0,1.0,0.0
49,0.0,0.0,0.0,55045.38,0,3.5,6.0,0.0,2.0,-0.9999999999999998,0.525,40.0,111.72,2.0,1.0,1.0,0.0
50,0.0,0.0,0.0,38232.53,1,0.0,6.0,0.0,2.0,0.0,0.325,40.0,98.58999999999999,2.0,1.0,0.0,1.0
50,0.0,0.0,0.0,38232.53,1,0.0,6.0,0.0,2.0,0.0,0.325,40.0,98.58999999999999,2.0,1.0,0.0,1.0
51,0.0,0.0,0.0,114912.56,1,5.5,6.0,0.5,1.0,-7.000000000000001,0.725,40.0,65.43,2.0,1.0,1.0,0.0
51,0.0,0.0,0.0,114912.56,1,5.5,6.0,0.5,1.0,-7.000000000000001,0.725,40.0,65.43,2.0,1.0,1.0,0.0
52,0.0,0.0,0.0,83870.76,0,6.0,6.0,0.5,1.0,5.999999999999998,0.5,40.0,25.39,2.0,0.0,0.0,1.0
52,0.0,0.0,0.0,83870.76,0,6.0,6.0,0.5,1.0,5.999999999999998,0.5,40.0,25.39,2.0,0.0,0.0,1.0
53,0.0,0.0,0.0,183798.57,0,7.0,6.0,1.0,0.0,3.9999999999999982,0.55,40.0,90.47,2.0,1.0,0.0,1.0
53,0.0,0.0,0.0,183798.57,0,7.0,6.0,1.0,0.0,3.9999999999999982,0.55,40.0,90.47,2.0,1.0,0.0,1.0
54,0.0,0.0,0.0,94885.66,1,3.5,6.0,0.0,2.0,0.9999999999999996,0.7,40.0,42.86,2.0,0.0,1.0,0.0
54,0.0,0.0,0.0,94885.66,1,3.5,6.0,0.0,2.0,0.9999999999999996,0.7,40.0,42.86,2.0,0.0,1.0,0.0
55,0.0,0.0,0.0,101321.6,1,6.5,6.0,1.0,0.0,-3.0000000000000018,0.475,40.0,35.46,2.0,1.0,0.0,1.0
55,0.0,0.0,0.0,101321.6,1,6.5,6.0,1.0,0.0,-3.0000000000000018,0.475,40.0,35.46,2.0,1.0,0.0,1.0
56,0.0,0.0,0.0,197071.22,0,2.0,6.0,0.0,2.0,-1.570092458683775e-16,0.5,40.0,39.54,2.0,0.0,0.0,0.0
56,0.0,0.0,0.0,197071.22,0,2.0,6.0,0.0,2.0,-1.570092458683775e-16,0.5,40.0,39.54,2.0,0.0,0.0,0.0
57,0.0,0.0,0.0,112924.31,0,1.5,6.0,0.0,2.0,-1.0,0.7,40.0,88.94999999999999,2.0,1.0,1.0,0.0
57,0.0,0.0,0.0,112924.31,0,1.5,6.0,0.0,2.0,-1.0,0.7,40.0,88.94999999999999,2.0,1.0,1.0,0.0
58,0.0,0.0,0.0,94987.53,1,5.0,6.0,0.5,1.0,5.999999999999998,0.6,40.0,137.76,2.0,1.0,0.0,0.0
58,0.0,0.0,0.0,94987.53,1,5.0,6.0,0.5,1.0,5.999999999999998,0.6,40.0,137.76,2.0,1.0,0.0,0.0
59,0.0,0.0,0.0,32266.18,1,4.5,6.0,0.5,1.0,0.9999999999999991,0.625,40.0,94.84,2.0,0.0,1.0,0.0
59,0.0,0.0,0.0,32266.18,1,4.5,6.0,0.5,1.0,0.9999999999999991,0.625,40.0,94.84,2.0,0.0,1.0,0.0
60,0.0,0.0,0.0,58820.85,0,7.5,6.0,1.0,0.0,-1.0,0.45,40.0,59.11,2.0,0.0,1.0,0.0
60,0.0,0.0,0.0,58820.85,0,7.5,6.0,1.0,0.0,-1.0,0.45,40.0,59.11,2.0,0.0,1.0,0.0
61,0.0,0.0,0.0,35023.82,0,5.5,6.0,1.0,0.0,1.0,0.7,40.0,121.91999999999999,2.0,0.0,0.0,1.0
61,0.0,0.0,0.0,35023.82,0,5.5,6.0,1.0,0.0,1.0,0.7,40.0,121.91999999999999,2.0,0.0,0.0,1.0
62,0.0,0.0,0.0,38888.82,0,7.0,6.0,1.0,0.0,3.9999999999999982,0.325,40.0,140.32999999999998,2.0,0.0,0.0,0.0
62,0.0,0.0,0.0,38888.82,0,7.0,6.0,1.0,0.0,3.9999999999999982,0.325,40.0,140.32999999999998,2.0,0.0,0.0,0.0
63,0.0,0.0,0.0,74761.56,0,2.0,6.0,0.0,2.0,-1.570092458683775e-16,0.475,40.0,181.44,2.0,0.0,1.0,0.0
63,0.0,0.0,0.0,74761.56,0,2.0,6.0,0.0,2.0,-1.570092458683775e-16,0.475,40.0,181.44,2.0,0.0,1.0,0.0
64,0.0,0.0,0.0,188470.51,1,2.0,6.0,0.0,2.0,-4.0,0.625,40.0,149.7,2.0,0.0,1.0,0.0
64,0.0,0.0,0.0,188470.51,1,2.0,6.0,0.0,2.0,-4.0,0.625,40.0,149.7,2.0,0.0,1.0,0.0
65,0.0,0.0,0.0,79909.66,0,0.0,6.0,0.0,2.0,0.0,0.425,40.0,67.62,2.0,1.0,0.0,1.0
65,0.0,0.0,0.0,79909.66,0,0.0,6.0,0.0,2.0,0.0,0.425,40.0,67.62,2.0,1.0,0.0,1.0
66,0.0,0.0,0.0,103715.47,0,5.5,6.0,0.5,1.0,2.999999999999999,0.45,40.0,116.25,2.0,1.0,1.0,0.0
66,0.0,0.0,0.0,103715.47,0,5.5,6.0,0.5,1.0,2.999999999999999,0.45,40.0,116.25,2.0,1.0,1.0,0.0
67,0.0,0.0,0.0,169125.71,1,5.5,6.0,1.0,0.0,1.0,0.65,40.0,78.83999999999999,2.0,1.0,0.0,1.0
67,0.0,0.0,0.0,169125.71,1,5.5,6.0,1.0,0.0,1.0,0.65,40.0,78.83999999999999,2.0,1.0,0.0,1.0
68,0.0,0.0,0.0,177740.04,0,5.5,6.0,1.0,0.0,1.0,0.425,40.0,79.51,2.0,1.0,0.0,1.0
68,0.0,0.0,0.0,177740.04,0,5.5,6.0,1.0,0.0,1.0,0.425,40.0,79.51,2.0,1.0,0.0,1.0
69,0.0,0.0,0.0,144711.94,1,7.5,6.0,1.0,0.0,-1.0,0.45,40.0,167.58999999999997,2.0,0.0,0.0,0.0
69,0.0,0.0,0.0,144711.94,1,7.5,6.0,1.0,0.0,-1.0,0.45,40.0,167.58999999999997,2.0,0.0,0.0,0.0
70,0.0,0.0,0.0,83395.75,0,4.5,6.0,0.5,1.0,2.999999999999999,0.4,40.0,139.70999999999998,2.0,1.0,0.0,0.0
70,0.0,0.0,0.0,83395.75,0,4.5,6.0,0.5,1.0,2.999999999999999,0.4,40.0,139.70999999999998,2.0,1.0,0.0,0.0
71,0.0,0.0,0.0,57386.38,0,1.0,6.0,0.0,2.0,-2.0,0.625,40.0,176.01999999999998,2.0,0.0,0.0,0.0
71,0.0,0.0,0.0,57386.38,0,1.0,6.0,0.0,2.0,-2.0,0.625,40.0,176.01999999999998,2.0,0.0,0.0,0.0
72,0.0,0.0,0.0,38879.91,0,4.0,6.0,0.5,1.0,-4.0,0.625,40.0,18.82,2.0,1.0,0.0,1.0
72,0.0,0.0,0.0,38879.91,0,4.0,6.0,0.5,1.0,-4.0,0.625,40.0,18.82,2.0,1.0,0.0,1.0
73,0.0,0.0,0.0,55930.83,0,4.5,6.0,0.5,1.0,2.999999999999999,0.575,40.0,82.51,2.0,0.0,0.0,0.0
73,0.0,0.0,0.0,55930.83,0,4.5,6.0,0.5,1.0,2.999999999999999,0.575,40.0,82.51,2.0,0.0,0.0,0.0
74,0.0,0.0,0.0,110611.51,0,6.5,6.0,1.0,0.0,-3.0000000000000018,0.5,40.0,83.9,2.0,0.0,0.0,0.0
74,0.0,0.0,0.0,110611.51,0,6.5,6.0,1.0,0.0,-3.0000000000000018,0.5,40.0,83.9,2.0,0.0,0.0,0.0
75,0.0,0.0,0.0,42563.55,0,8.5,6.0,1.0,0.0,0.999999999999999,0.35,40.0,172.37,2.0,0.0,1.0,0.0
75,0.0,0.0,0.0,42563.55,0,8.5,6.0,1.0,0.0,0.999999999999999,0.35,40.0,172.37,2.0,0.0,1.0,0.0
76,0.0,0.0,0.0,82665.2,0,2.5,6.0,0.0,2.0,-1.0000000000000007,0.5,40.0,48.92,2.0,1.0,1.0,0.0
76,0.0,0.0,0.0,82665.2,0,2.5,6.0,0.0,2.0,-1.0000000000000007,0.5,40.0,48.92,2.0,1.0,1.0,0.0
77,0.0,0.0,0.0,88864.72,0,5.5,6.0,0.5,1.0,2.999999999999999,0.4,40.0,154.05,2.0,1.0,1.0,0.0
77,0.0,0.0,0.0,88864.72,0,5.5,6.0,0.5,1.0,2.999999999999999,0.4,40.0,154.05,2.0,1.0,1.0,0.0
78,0.0,0.0,0.0,170503.53,0,4.5,6.0,0.5,1.0,8.999999999999998,0.575,40.0,163.79,2.0,1.0,0.0,0.0
78,0.0,0.0,0.0,170503.53,0,4.5,6.0,0.5,1.0,8.999999999999998,0.575,40.0,163.79,2.0,1.0,0.0,0.0
79,0.0,0.0,0.0,88020.2,1,3.5,6.0,0.5,1.0,2.999999999999999,0.375,40.0,79.94,2.0,0.0,0.0,1.0
79,0.0,0.0,0.0,88020.2,1,3.5,6.0,0.5,1.0,2.999999999999999,0.375,40.0,79.94,2.0,0.0,0.0,1.0
80,0.0,0.0,0.0,104625.23,1,5.0,6.0,0.5,1.0,-7.999999999999999,0.525,40.0,50.419999999999995,2.0,0.0,1.0,0.0
80,0.0,0.0,0.0,104625.23,1,5.0,6.0,0.5,1.0,-7.999999999999999,0.525,40.0,50.419999999999995,2.0,0.0,1.0,0.0
81,0.0,0.0,0.0,111380.8,1,3.0,6.0,0.5,1.0,5.999999999999999,0.5,40.0,122.71,2.0,1.0,1.0,0.0
81,0.0,0.0,0.0,111380.8,1,3.0,6.0,0.5,1.0,5.999999999999999,0.5,40.0,122.71,2.0,1.0,1.0,0.0
82,0.0,0.0,0.0,110320.34,1,7.0,6.0,1.0,0.0,-1.7001631767970826e-15,0.575,40.0,84.9,2.0,0.0,0.0,0.0
82,0.0,0.0,0.0,110320.34,1,7.0,6.0,1.0,0.0,-1.7001631767970826e-15,0.575,40.0,84.9,2.0,0.0,0.0,0.0
83,0.0,0.0,0.0,46739.77,0,2.0,6.0,0.0,2.0,1.9999999999999996,0.45,40.0,102.96000000000001,2.0,0.0,1.0,0.0
83,0.0,0.0,0.0,46739.77,0,2.0,6.0,0.0,2.0,1.9999999999999996,0.45,40.0,102.96000000000001,2.0,0.0,1.0,0.0
84,0.0,0.0,0.0,196007.26,0,3.5,6.0,0.5,1.0,-5.0,0.4,40.0,82.46000000000001,2.0,1.0,1.0,0.0
